384	0
43	1
463	2
182	3
197	4
30	5
175	6
208	7
9	8
87	9
233	10
116	11
433	12
480	13
297	14
82	15
346	16
489	17
327	18
420	19
154	20
226	21
512	22
7	23
18	24
421	25
517	26
213	27
321	28
200	29
461	30
148	31
494	32
126	33
300	34
417	35
47	36
104	37
80	38
204	39
266	40
305	41
496	42
92	43
69	44
284	45
375	46
336	47
202	48
424	49
74	50
452	51
330	52
37	53
468	54
123	55
486	56
521	57
469	58
474	59
73	60
150	61
294	62
211	63
317	64
332	65
337	66
350	67
11	68
134	69
444	70
278	71
25	72
329	73
91	74
143	75
3	76
195	77
277	78
361	79
422	80
24	81
220	82
383	83
267	84
145	85
153	86
386	87
149	88
275	89
456	90
71	91
390	92
146	93
66	94
459	95
287	96
340	97
492	98
17	99
237	100
396	101
276	102
341	103
458	104
48	105
471	106
40	107
358	108
479	109
510	110
185	111
93	112
369	113
228	114
214	115
476	116
363	117
397	118
241	119
77	120
324	121
272	122
359	123
467	124
86	125
41	126
402	127
502	128
105	129
426	130
522	131
370	132
107	133
465	134
16	135
320	136
2	137
478	138
511	139
28	140
62	141
344	142
83	143
418	144
301	145
119	146
222	147
288	148
298	149
192	150
32	151
115	152
188	153
392	154
108	155
55	156
19	157
244	158
490	159
295	160
133	161
190	162
113	163
415	164
223	165
389	166
364	167
399	168
161	169
106	170
35	171
114	172
516	173
323	174
168	175
281	176
193	177
53	178
210	179
125	180
155	181
246	182
159	183
100	184
54	185
38	186
132	187
131	188
264	189
371	190
12	191
171	192
206	193
339	194
227	195
139	196
432	197
265	198
147	199
189	200
178	201
179	202
186	203
203	204
345	205
367	206
457	207
231	208
59	209
451	210
352	211
10	212
207	213
183	214
348	215
201	216
21	217
166	218
250	219
353	220
36	221
247	222
395	223
328	224
124	225
257	226
394	227
314	228
31	229
313	230
354	231
162	232
187	233
388	234
256	235
436	236
271	237
216	238
238	239
218	240
209	241
409	242
260	243
515	244
118	245
122	246
194	247
450	248
347	249
224	250
235	251
472	252
366	253
505	254
501	255
52	256
129	257
97	258
13	259
292	260
88	261
274	262
151	263
315	264
128	265
101	266
407	267
84	268
351	269
442	270
416	271
72	272
482	273
322	274
109	275
248	276
447	277
493	278
29	279
95	280
391	281
138	282
136	283
338	284
427	285
259	286
331	287
520	288
411	289
89	290
504	291
406	292
343	293
221	294
249	295
279	296
514	297
75	298
326	299
507	300
325	301
117	302
85	303
439	304
319	305
39	306
393	307
316	308
443	309
448	310
286	311
497	312
219	313
404	314
306	315
485	316
312	317
234	318
96	319
296	320
400	321
240	322
163	323
434	324
158	325
291	326
262	327
441	328
445	329
165	330
307	331
215	332
362	333
121	334
63	335
503	336
60	337
242	338
385	339
382	340
261	341
217	342
251	343
68	344
243	345
15	346
14	347
49	348
289	349
475	350
78	351
42	352
488	353
191	354
506	355
70	356
4	357
263	358
199	359
5	360
335	361
268	362
34	363
232	364
368	365
373	366
152	367
110	368
81	369
398	370
318	371
157	372
304	373
135	374
357	375
379	376
173	377
334	378
293	379
239	380
177	381
483	382
58	383
454	384
229	385
381	386
45	387
20	388
310	389
355	390
302	391
428	392
196	393
303	394
282	395
413	396
273	397
431	398
27	399
470	400
127	401
509	402
112	403
170	404
50	405
484	406
255	407
61	408
142	409
477	410
258	411
164	412
176	413
137	414
46	415
44	416
290	417
1	418
99	419
508	420
430	421
308	422
90	423
408	424
230	425
22	426
102	427
156	428
283	429
378	430
130	431
446	432
462	433
481	434
425	435
356	436
403	437
495	438
405	439
365	440
51	441
111	442
57	443
181	444
473	445
519	446
120	447
487	448
252	449
254	450
449	451
64	452
167	453
169	454
440	455
437	456
429	457
374	458
98	459
309	460
33	461
174	462
253	463
455	464
280	465
144	466
236	467
184	468
423	469
94	470
387	471
500	472
376	473
513	474
103	475
6	476
460	477
464	478
8	479
26	480
435	481
466	482
172	483
225	484
377	485
360	486
67	487
453	488
401	489
212	490
205	491
79	492
140	493
245	494
269	495
491	496
285	497
65	498
270	499
498	500
198	501
311	502
380	503
56	504
342	505
419	506
414	507
499	508
438	509
412	510
180	511
141	512
372	513
518	514
23	515
410	516
333	517
299	518
160	519
76	520
349	521
